First Fit Weighted Task Completion Time,Random Fit Weighted Task Completion Time,NSGA-II Weighted Task Completion Time,HAGA Weighted Task Completion Time,MCASGA Weighted Task Completion Time
409.5705729615258,377.8948105062259,409.5705729615258,2.8819688875808938,9.868791904553113
409.5705729615258,119.44126872946659,148.1841292435492,409.5705729615258,1.68703634028169
5.499737370842753,5.9333501307572085,6.902420077850965,4.901118937358108,2.4849114643249557
409.5705729615258,241.71922991036953,379.0808986030603,4.617246021820276,2.58973594208662
5.77628108058677,23.23214966832013,20.85918180844618,14.515182552420043,6.05819581945066
409.5705729615258,335.1105308111176,409.5705729615258,40.63692302088238,29.703278266877465
5.175221176345161,27.113550719921477,21.93916053756822,28.60025118325632,5.779820544082659
0.43092030342427556,0.38415633824066187,0.2486421905415054,0.08216734485734824,1.3475001164612812
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,35.83339327720019
3.2487181476067013,1.9632564874268978,1.5732993218042721,0.6201351662303815,0.4001516639436883
409.5705729615258,380.3148182665183,409.5705729615258,409.5705729615258,32.843362146782916
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,42.19972683664549
10.449882478256185,199.7906620520434,272.25565188947286,36.757823916304176,14.212884631539183
18.682980569172376,47.86048707561452,32.118477071029915,63.89278334026437,28.875962050981446
409.5705729615258,242.54605396500818,195.30080965127507,37.26531660134975,20.005473410470785
42.08131838550839,22.793514771837167,37.059303436008896,96.97848736077833,4.910397660665085
10.239207756921827,9.685136390062741,4.32945514753826,8.545797585778237,12.229866710451102
15.668422407424591,8.14838402414447,5.361775910014156,22.10721713103687,3.0905733890159146
31.590940353357546,16.665514089529445,36.151538263499546,32.44841907894332,5.2261096733622
33.3576548185618,334.19713596497087,349.3653072411835,409.5705729615258,30.14873449511371
409.5705729615258,253.29888254266217,58.38613947456902,102.13018313752431,20.123325688999284
409.5705729615258,409.5705729615258,143.83281867288127,409.5705729615258,14.964160921856998
409.5705729615258,409.5705729615258,60.37778242124373,409.5705729615258,18.40733340936174
74.83714791340695,41.559025076442865,44.063908117603624,3.8987843502812134,9.496874269861145
73.4144739368148,52.65160676723533,61.00028362391421,93.70976247454016,12.184528258623455
43.35045685055649,236.12527642863546,22.995607678648366,23.735142426702083,6.1482139756276535
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,20.16970158699222
409.5705729615258,409.5705729615258,373.65934336237086,68.95223932688285,21.425559220288246
74.09402359931343,29.5847065104948,31.200412051414553,61.44601790261527,8.762714801981867
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,14.874413570066736
95.43395520085086,60.892098564577296,49.19633452494652,92.37989146873348,11.027446089640193
35.96999418159702,23.119122864450137,11.763564755951885,15.846131445134171,7.467639263118722
106.64511857089994,60.87547618782712,101.28205789451715,94.6520142203531,7.164267834896751
409.5705729615258,337.1647178367263,298.5554633336405,409.5705729615258,1.379536404768484
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,19.659502411471003
82.7152658252468,301.90744865638567,70.91771910643494,116.76045958280284,9.611789172223476
30.835833529614256,8.559450353692393,25.584545718007327,45.875695610553024,35.51530452317495
409.5705729615258,341.97038260476177,256.19210653696985,409.5705729615258,43.53855092498396
54.00303843072969,13.915606970011714,16.06016303225458,23.328665319954975,15.954720446274095
1.2018742687776132,0.722860248626924,0.436533677210636,0.7013722816019021,1.643159508877421
409.5705729615258,217.19867596316953,63.203671042963265,409.5705729615258,57.048148411121794
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,65.93946129095305
409.5705729615258,344.77923437190003,354.65517422495475,409.5705729615258,63.06890930923456
1.017023355237358,0.5469166728366066,0.4847657113172043,0.10300894590736595,1.7696058135113177
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,206.40606513923066
69.73243015460923,25.302183915743804,56.94220939391992,41.01210084762842,51.216774554775796
73.95011498165445,35.573999795208984,68.77004967312071,6.1805724838118925,54.65180671477312
409.5705729615258,409.5705729615258,342.86631113083615,409.5705729615258,46.80373960073357
82.19365901651973,22.98471246474895,46.69421500698063,24.07843843681625,50.03487434831042
97.8887280268793,52.13309803076614,94.28339284620287,151.12876372133906,35.5483329892204
409.5705729615258,344.1761949550746,287.20714374689817,409.5705729615258,55.61033087234556
98.36077908876881,259.8713283544868,82.40265085895813,409.5705729615258,43.46338823495198
409.5705729615258,409.5705729615258,103.70535228373288,409.5705729615258,57.899013766954496
88.43993715591633,38.499360881092,63.9539446555429,50.33950924260083,67.63908001315998
409.5705729615258,379.5391037071464,138.45205618198037,125.65434741656081,49.06000949525268
409.5705729615258,275.2643127580013,115.93184345043228,63.133640992073865,31.29697950964503
72.26837440038013,22.139465130324126,45.18062385636771,64.73564049622965,31.75572157385534
119.77845814568465,60.74884673791496,96.09904884871419,59.58630247990326,45.22767047252132
409.5705729615258,409.5705729615258,409.5705729615258,409.5705729615258,57.880766504465555
90.68025496208112,33.668080417770504,58.50779749410361,77.81614977852506,26.69943873886196
149.1371634169234,61.35614226506168,153.55507828428767,15.634960026733065,12.331509416611492
409.5705729615258,409.5705729615258,313.03779438233994,409.5705729615258,45.464059556433284
409.5705729615258,409.5705729615258,141.37050949037624,409.5705729615258,51.06234549481152
409.5705729615258,409.5705729615258,104.7907625153836,409.5705729615258,52.155860539208696
142.6092719296366,67.87730404107135,100.4640135508042,80.88948183909531,58.87478013167608
160.12575661311024,73.98210034541265,132.78158378142007,16.868753894137637,46.45187798292922
409.5705729615258,331.1267864499943,56.22858993137294,409.5705729615258,24.430154966754014
409.5705729615258,339.6664522818216,167.64540451470862,409.5705729615258,41.49124541050402
121.03139864871147,45.407833443912764,94.82024288356816,94.12534694654805,15.26016949282274
194.0024928452781,94.2348427682275,161.48555687074554,182.70844427272468,17.620472149856404
409.5705729615258,378.1772283015145,409.5705729615258,28.158112577059633,16.656559202427562
7.251880141068737,2.206455103580744,7.158961819241776,4.41179100455599,4.245542900155813
409.5705729615258,308.4538553809579,234.59206004505336,409.5705729615258,13.15432486933075
216.61024910266048,117.42205909704656,137.21066332853422,151.78656755830158,11.41607329044054
98.4898738735311,42.727825645419315,126.37796245649584,73.36501096025822,33.881784333531144
191.33615340564117,56.437588269039836,166.39623691030485,15.609829705403305,31.30775751388641
196.71767051945125,68.40905789812297,140.44363626863225,185.47882921465336,11.98350628945802
44.463724476065,20.84664378465659,39.97932959192168,24.99111526240403,19.028542939472644
137.82264960830915,86.38860860334388,144.40615867568158,100.93823123247937,43.49454054338254
147.03972555037555,67.89534107521675,144.44270296867415,12.417101244454521,45.6397775168245
67.36346651228772,28.118730397481375,58.80436019687278,37.8639226145233,21.229964768984303
409.5705729615258,271.87407730457414,332.3184233316158,166.57263817364264,20.530061689089013
193.28469467616154,82.67980300513146,206.00595042420983,13.772567663602592,27.33376827227811
252.3300452875123,93.03380366519127,179.8280210637562,174.40335984215753,6.585859641047283
292.70409629891225,33.846632612374925,236.05887215403445,163.0863425388473,4.2580594230466895
124.86818936583401,28.03710894036704,121.72184183728064,104.0992358296373,27.240288390670617
409.5705729615258,232.13267267121327,409.5705729615258,116.63105475242396,25.615070590628807
8.75531504541249,4.210251782197266,7.3247356078876535,4.869279206073841,3.192384239880396
274.2397953058527,45.88681999247238,224.26257690645448,10.522236584634493,10.727964808075711
182.03954611518938,52.35849171122057,123.01678481297809,130.06599108625335,4.705160997913178
236.57660127323953,58.376452155749675,236.58049935451692,166.49305702670623,24.418329628148847
